metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags
data_sent,1631562044,0.000000,,,,,::setup,,,,,,,,,,script=get-catalog
data_received,1631562044,0.000000,,,,,::setup,,,,,,,,,,script=get-catalog
iteration_duration,1631562044,0.054747,,,,,::setup,,,,,,,,,,script=get-catalog
vus,1631562045,100.000000,,,,,,,,,,,,,,,script=get-catalog
vus_max,1631562045,100.000000,,,,,,,,,,,,,,,script=get-catalog
vus,1631562046,100.000000,,,,,,,,,,,,,,,script=get-catalog
vus_max,1631562046,100.000000,,,,,,,,,,,,,,,script=get-catalog
vus,1631562047,100.000000,,,,,,,,,,,,,,,script=get-catalog
vus_max,1631562047,100.000000,,,,,,,,,,,,,,,script=get-catalog
success,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
data_sent,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
data_received,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
iteration_duration,1631562047,3346.201915,,,,,,,,,default,,,,,,script=get-catalog
iterations,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
success,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
data_sent,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
data_received,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
iteration_duration,1631562047,3347.606771,,,,,,,,,default,,,,,,script=get-catalog
iterations,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
success,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
data_sent,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
data_received,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
iteration_duration,1631562047,3348.613648,,,,,,,,,default,,,,,,script=get-catalog
iterations,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
success,1631562047,1.000000,,,,,,,,,default,,,,,,script=get-catalog
data_sent,1631562047,0.000000,,,,,,,,,default,,,,,,script=get-catalog
